121004-bin11|PROKKA_MOD_00097	PF00521
121004-bin11|PROKKA_MOD_00098	PF02233
121004-bin11|PROKKA_MOD_00099	PF12769
121004-bin11|PROKKA_MOD_00100	PF01262
121004-bin11|PROKKA_MOD_00101	PF13561
121004-bin11|PROKKA_MOD_00102	PF13489
121004-bin11|PROKKA_MOD_00103	PF00702
121004-bin11|PROKKA_MOD_00104	PF00106
121004-bin11|PROKKA_MOD_00105	PF00849
121004-bin11|PROKKA_MOD_00106	PF04079
121004-bin11|PROKKA_MOD_00108	PF00793
121004-bin11|PROKKA_MOD_00111	PF13437
121004-bin11|PROKKA_MOD_00113	PF08436
121004-bin11|PROKKA_MOD_00114	PF01148
121004-bin11|PROKKA_MOD_00115	PF01255
121004-bin11|PROKKA_MOD_00116	PF01765
121004-bin11|PROKKA_MOD_00117	PF00696
121004-bin11|PROKKA_MOD_00118	PF00889
121004-bin11|PROKKA_MOD_00119	PF00318
121004-bin11|PROKKA_MOD_00120	PF05173
121004-bin11|PROKKA_MOD_00121	PF00226
121004-bin11|PROKKA_MOD_00122	PF00012
121004-bin11|PROKKA_MOD_00123	PF01025
121004-bin11|PROKKA_MOD_00124	PF01475
121004-bin11|PROKKA_MOD_00125	PF04355
121004-bin11|PROKKA_MOD_00126	PF03658
121004-bin11|PROKKA_MOD_00127	PF03364
121004-bin11|PROKKA_MOD_00128	PF00209
121004-bin11|PROKKA_MOD_00130	PF01668
121004-bin11|PROKKA_MOD_00131	PF07045
121004-bin11|PROKKA_MOD_00132	PF12697
121004-bin11|PROKKA_MOD_00133	PF01965
121004-bin11|PROKKA_MOD_00134	PF03466
121004-bin11|PROKKA_MOD_00135	PF00326
121004-bin11|PROKKA_MOD_00136	PF04339
121004-bin11|PROKKA_MOD_00137	PF01040
121004-bin11|PROKKA_MOD_00138	PF04345
121004-bin11|PROKKA_MOD_00139	PF00301
121004-bin11|PROKKA_MOD_00140	PF00375
121004-bin11|PROKKA_MOD_00141	PF03030
121004-bin11|PROKKA_MOD_00142	PF00270
121004-bin11|PROKKA_MOD_00143	PF13460
121004-bin11|PROKKA_MOD_00144	PF08340
121004-bin11|PROKKA_MOD_00145	PF00625
121004-bin11|PROKKA_MOD_00146	PF01192
121004-bin11|PROKKA_MOD_00147	PF13328
121004-bin11|PROKKA_MOD_00148	PF01042
121004-bin11|PROKKA_MOD_00149	PF02729
121004-bin11|PROKKA_MOD_00150	PF00677
121004-bin11|PROKKA_MOD_00152	PF01138
121004-bin11|PROKKA_MOD_00153	PF13594
121004-bin11|PROKKA_MOD_00154	PF13147
121004-bin11|PROKKA_MOD_00155	PF09424
121004-bin11|PROKKA_MOD_00156	PF01165
121004-bin11|PROKKA_MOD_00158	PF01645
121004-bin11|PROKKA_MOD_00159	PF14691
121004-bin11|PROKKA_MOD_00160	PF01208
121004-bin11|PROKKA_MOD_00161	PF06146
121004-bin11|PROKKA_MOD_00162	PF02551
121004-bin11|PROKKA_MOD_00163	PF07728
121004-bin11|PROKKA_MOD_00164	PF11775
121004-bin11|PROKKA_MOD_00166	PF05048
121004-bin11|PROKKA_MOD_00167	PF07635
121004-bin11|PROKKA_MOD_00168	PF12811
121004-bin11|PROKKA_MOD_00170	PF13485
121004-bin11|PROKKA_MOD_00172	PF00933
121004-bin11|PROKKA_MOD_00173	PF00296
121004-bin11|PROKKA_MOD_00174	PF13577
121004-bin11|PROKKA_MOD_00175	PF03466
121004-bin11|PROKKA_MOD_00176	PF00141
121004-bin11|PROKKA_MOD_00178	PF01467
121004-bin11|PROKKA_MOD_00179	PF01149
121004-bin11|PROKKA_MOD_00180	PF02321
121004-bin11|PROKKA_MOD_00181	PF00204
121004-bin11|PROKKA_MOD_00182	PF00521
121004-bin11|PROKKA_MOD_00183	PF00202
121004-bin11|PROKKA_MOD_00184	PF10003
121004-bin11|PROKKA_MOD_00185	PF00365
121004-bin11|PROKKA_MOD_00186	PF01225
121004-bin11|PROKKA_MOD_00187	PF01406
121004-bin11|PROKKA_MOD_00188	PF13561
121004-bin11|PROKKA_MOD_00189	PF12344
121004-bin11|PROKKA_MOD_00190	PF01464
121004-bin11|PROKKA_MOD_00191	PF13507
121004-bin11|PROKKA_MOD_00192	PF00293
121004-bin11|PROKKA_MOD_00193	PF00293
121004-bin11|PROKKA_MOD_00194	PF00132
121004-bin11|PROKKA_MOD_00195	PF01738
121004-bin11|PROKKA_MOD_00196	PF01411
121004-bin11|PROKKA_MOD_00197	PF00696
121004-bin11|PROKKA_MOD_00198	PF13147
121004-bin11|PROKKA_MOD_00199	PF13347
121004-bin11|PROKKA_MOD_00200	PF08443
121004-bin11|PROKKA_MOD_00203	PF01906
121004-bin11|PROKKA_MOD_00204	PF08755
121004-bin11|PROKKA_MOD_00205	PF12897
121004-bin11|PROKKA_MOD_00206	PF02646
121004-bin11|PROKKA_MOD_00207	PF03239
121004-bin11|PROKKA_MOD_00208	PF01571
121004-bin11|PROKKA_MOD_00209	PF01597
121004-bin11|PROKKA_MOD_00210	PF02347
121004-bin11|PROKKA_MOD_00211	PF12710
121004-bin11|PROKKA_MOD_00212	PF00293
121004-bin11|PROKKA_MOD_00213	PF01925
121004-bin11|PROKKA_MOD_00214	PF01790
121004-bin11|PROKKA_MOD_00215	PF00303
121004-bin11|PROKKA_MOD_00216	PF00186
121004-bin11|PROKKA_MOD_00217	PF01926
121004-bin11|PROKKA_MOD_00218	PF11967
121004-bin11|PROKKA_MOD_00219	PF01648
121004-bin11|PROKKA_MOD_00220	PF00406
121004-bin11|PROKKA_MOD_00222	PF02673
121004-bin11|PROKKA_MOD_00223	PF04445
121004-bin11|PROKKA_MOD_00224	PF00171
121004-bin11|PROKKA_MOD_00225	PF00696
121004-bin11|PROKKA_MOD_00227	PF02547
121004-bin11|PROKKA_MOD_00228	PF01702
121004-bin11|PROKKA_MOD_00229	PF02699
121004-bin11|PROKKA_MOD_00230	PF13721
121004-bin11|PROKKA_MOD_00231	PF02355
121004-bin11|PROKKA_MOD_00232	PF00459
121004-bin11|PROKKA_MOD_00233	PF00588
121004-bin11|PROKKA_MOD_00234	PF09905
121004-bin11|PROKKA_MOD_00237	PF00929
121004-bin11|PROKKA_MOD_00238	PF00208
121004-bin11|PROKKA_MOD_00239	PF14697
121004-bin11|PROKKA_MOD_00240	PF07992
121004-bin11|PROKKA_MOD_00241	PF09334
121004-bin11|PROKKA_MOD_00242	PF10609
121004-bin11|PROKKA_MOD_00243	PF04333
121004-bin11|PROKKA_MOD_00244	PF01207
121004-bin11|PROKKA_MOD_00245	PF06450
121004-bin11|PROKKA_MOD_00246	PF00293
121004-bin11|PROKKA_MOD_00247	PF10150
121004-bin11|PROKKA_MOD_00248	PF00849
121004-bin11|PROKKA_MOD_00249	PF01594
121004-bin11|PROKKA_MOD_00250	PF00578
121004-bin11|PROKKA_MOD_00251	PF00701
121004-bin11|PROKKA_MOD_00253	PF01259
121004-bin11|PROKKA_MOD_00254	PF02082
121004-bin11|PROKKA_MOD_00255	PF00266
121004-bin11|PROKKA_MOD_00256	PF01592
121004-bin11|PROKKA_MOD_00257	PF01521
121004-bin11|PROKKA_MOD_00258	PF00111
121004-bin11|PROKKA_MOD_00259	PF04384
121004-bin11|PROKKA_MOD_00260	PF00334
121004-bin11|PROKKA_MOD_00261	PF04055
121004-bin11|PROKKA_MOD_00262	PF13413
121004-bin11|PROKKA_MOD_00263	PF04551
121004-bin11|PROKKA_MOD_00264	PF13393
121004-bin11|PROKKA_MOD_00265	PF09976
121004-bin11|PROKKA_MOD_00266	PF13360
121004-bin11|PROKKA_MOD_00267	PF00830
121004-bin11|PROKKA_MOD_00269	PF00692
121004-bin11|PROKKA_MOD_00270	PF01197
121004-bin11|PROKKA_MOD_00271	PF00270
121004-bin11|PROKKA_MOD_00272	PF00106
121004-bin11|PROKKA_MOD_00273	PF01520
121004-bin11|PROKKA_MOD_00274	PF02367
121004-bin11|PROKKA_MOD_00275	PF01256
121004-bin11|PROKKA_MOD_00277	PF12697
121004-bin11|PROKKA_MOD_00279	PF00753
121004-bin11|PROKKA_MOD_00281	PF00501
121004-bin11|PROKKA_MOD_00282	PF01712
121004-bin11|PROKKA_MOD_00284	PF02955
121004-bin11|PROKKA_MOD_00285	PF13103
121004-bin11|PROKKA_MOD_00286	PF03652
121004-bin11|PROKKA_MOD_00287	PF08275
121004-bin11|PROKKA_MOD_00288	PF04546
121004-bin11|PROKKA_MOD_00291	PF08547
121004-bin11|PROKKA_MOD_00292	PF12697
121004-bin11|PROKKA_MOD_00293	PF13347
121004-bin11|PROKKA_MOD_00294	PF00248
121004-bin11|PROKKA_MOD_00295	PF01915
121004-bin11|PROKKA_MOD_00298	PF11700
121004-bin11|PROKKA_MOD_00299	PF00753
121004-bin11|PROKKA_MOD_00300	PF13577
121004-bin11|PROKKA_MOD_00301	PF11969
121004-bin11|PROKKA_MOD_00303	PF09335
121004-bin11|PROKKA_MOD_00304	PF00378
121004-bin11|PROKKA_MOD_00305	PF00378
121004-bin11|PROKKA_MOD_00308	PF01796
121004-bin11|PROKKA_MOD_00309	PF01796
121004-bin11|PROKKA_MOD_00310	PF00501
121004-bin11|PROKKA_MOD_00311	PF13561
121004-bin11|PROKKA_MOD_00312	PF00106
121004-bin11|PROKKA_MOD_00314	PF00476
121004-bin11|PROKKA_MOD_00316	PF01926
121004-bin11|PROKKA_MOD_00317	PF00034
121004-bin11|PROKKA_MOD_00318	PF01323
121004-bin11|PROKKA_MOD_00319	PF13442
121004-bin11|PROKKA_MOD_00321	PF00702
121004-bin11|PROKKA_MOD_00322	PF00589
121004-bin11|PROKKA_MOD_00323	PF04340
121004-bin11|PROKKA_MOD_00324	PF01678
121004-bin11|PROKKA_MOD_00325	PF02784
121004-bin11|PROKKA_MOD_00326	PF05221
121004-bin11|PROKKA_MOD_00327	PF02773
121004-bin11|PROKKA_MOD_00329	PF01804
121004-bin11|PROKKA_MOD_00330	PF03972
121004-bin11|PROKKA_MOD_00331	PF00285
121004-bin11|PROKKA_MOD_00332	PF13714
121004-bin11|PROKKA_MOD_00333	PF02677
121004-bin11|PROKKA_MOD_00334	PF12710
121004-bin11|PROKKA_MOD_00335	PF06189
121004-bin11|PROKKA_MOD_00336	PF01726
121004-bin11|PROKKA_MOD_00338	PF01131
121004-bin11|PROKKA_MOD_00340	PF01180
121004-bin11|PROKKA_MOD_00341	PF01293
121004-bin11|PROKKA_MOD_00342	PF04262
121004-bin11|PROKKA_MOD_00343	PF08240
121004-bin11|PROKKA_MOD_00344	PF13350
121004-bin11|PROKKA_MOD_00345	PF02630
121004-bin11|PROKKA_MOD_00346	PF01040
121004-bin11|PROKKA_MOD_00347	PF02628
121004-bin11|PROKKA_MOD_00349	PF02104
121004-bin11|PROKKA_MOD_00351	PF00510
121004-bin11|PROKKA_MOD_00352	PF04442
121004-bin11|PROKKA_MOD_00353	PF00115
121004-bin11|PROKKA_MOD_00354	PF00116
121004-bin11|PROKKA_MOD_00355	PF04542
121004-bin11|PROKKA_MOD_00356	PF02390
121004-bin11|PROKKA_MOD_00357	PF04055
121004-bin11|PROKKA_MOD_00358	PF01725
121004-bin11|PROKKA_MOD_00359	PF07021
121004-bin11|PROKKA_MOD_00361	PF02325
121004-bin11|PROKKA_MOD_00362	PF14748
121004-bin11|PROKKA_MOD_00363	PF01168
121004-bin11|PROKKA_MOD_00364	PF05036
121004-bin11|PROKKA_MOD_00365	PF00750
121004-bin11|PROKKA_MOD_00366	PF09285
121004-bin11|PROKKA_MOD_00367	PF01401
121004-bin11|PROKKA_MOD_00368	PF06966
121004-bin11|PROKKA_MOD_00370	PF02784
121004-bin11|PROKKA_MOD_00371	PF00753
121004-bin11|PROKKA_MOD_00372	PF04461
121004-bin11|PROKKA_MOD_00373	PF05721
121004-bin11|PROKKA_MOD_00374	PF00561
121004-bin11|PROKKA_MOD_00375	PF00291
121004-bin11|PROKKA_MOD_00376	PF13795
121004-bin11|PROKKA_MOD_00377	PF13145
121004-bin11|PROKKA_MOD_00378	PF12228
121004-bin11|PROKKA_MOD_00380	PF13508
121004-bin11|PROKKA_MOD_00381	PF13795
121004-bin11|PROKKA_MOD_00382	PF00296
121004-bin11|PROKKA_MOD_00383	PF04958
121004-bin11|PROKKA_MOD_00384	PF00171
121004-bin11|PROKKA_MOD_00385	PF04996
121004-bin11|PROKKA_MOD_00386	PF00501
121004-bin11|PROKKA_MOD_00388	PF12697
121004-bin11|PROKKA_MOD_00390	PF00581
121004-bin11|PROKKA_MOD_00391	PF13417
121004-bin11|PROKKA_MOD_00392	PF00208
121004-bin11|PROKKA_MOD_00393	PF05697
121004-bin11|PROKKA_MOD_00394	PF00574
121004-bin11|PROKKA_MOD_00395	PF07724
121004-bin11|PROKKA_MOD_00396	PF05362
121004-bin11|PROKKA_MOD_00397	PF00216
121004-bin11|PROKKA_MOD_00398	PF13624
121004-bin11|PROKKA_MOD_00399	PF13561
121004-bin11|PROKKA_MOD_00401	PF13738
121004-bin11|PROKKA_MOD_00402	PF13738
121004-bin11|PROKKA_MOD_00403	PF04389
121004-bin11|PROKKA_MOD_00404	PF05193
121004-bin11|PROKKA_MOD_00406	PF00005
121004-bin11|PROKKA_MOD_00407	PF03061
121004-bin11|PROKKA_MOD_00409	PF01145
121004-bin11|PROKKA_MOD_00410	PF01715
121004-bin11|PROKKA_MOD_00411	PF00543
121004-bin11|PROKKA_MOD_00412	PF04413
121004-bin11|PROKKA_MOD_00413	PF03279
121004-bin11|PROKKA_MOD_00414	PF13578
121004-bin11|PROKKA_MOD_00415	PF13249
121004-bin11|PROKKA_MOD_00416	PF08241
121004-bin11|PROKKA_MOD_00417	PF00534
121004-bin11|PROKKA_MOD_00418	PF01063
121004-bin11|PROKKA_MOD_00419	PF02880
121004-bin11|PROKKA_MOD_00420	PF00440
121004-bin11|PROKKA_MOD_00421	PF00709
121004-bin11|PROKKA_MOD_00423	PF01029
121004-bin11|PROKKA_MOD_00424	PF00885
121004-bin11|PROKKA_MOD_00425	PF00926
121004-bin11|PROKKA_MOD_00426	PF01872
121004-bin11|PROKKA_MOD_00427	PF03477
121004-bin11|PROKKA_MOD_00428	PF00464
121004-bin11|PROKKA_MOD_00429	PF00730
121004-bin11|PROKKA_MOD_00430	PF00441
121004-bin11|PROKKA_MOD_00431	PF00441
121004-bin11|PROKKA_MOD_00432	PF02770
121004-bin11|PROKKA_MOD_00433	PF00441
121004-bin11|PROKKA_MOD_00434	PF02800
121004-bin11|PROKKA_MOD_00435	PF05896
121004-bin11|PROKKA_MOD_00436	PF03116
121004-bin11|PROKKA_MOD_00437	PF04205
121004-bin11|PROKKA_MOD_00438	PF02508
121004-bin11|PROKKA_MOD_00439	PF02508
121004-bin11|PROKKA_MOD_00440	PF00175
121004-bin11|PROKKA_MOD_00441	PF02424
121004-bin11|PROKKA_MOD_00442	PF00291
121004-bin11|PROKKA_MOD_00443	PF09529
121004-bin11|PROKKA_MOD_00444	PF00578
121004-bin11|PROKKA_MOD_00445	PF11412
121004-bin11|PROKKA_MOD_00446	PF00011
121004-bin11|PROKKA_MOD_00447	PF00881
121004-bin11|PROKKA_MOD_00448	PF01124
121004-bin11|PROKKA_MOD_00451	PF02631
121004-bin11|PROKKA_MOD_00452	PF13177
121004-bin11|PROKKA_MOD_00453	PF13662
121004-bin11|PROKKA_MOD_00454	PF00692
121004-bin11|PROKKA_MOD_00455	PF11306
121004-bin11|PROKKA_MOD_00457	PF01323
121004-bin11|PROKKA_MOD_00458	PF00106
121004-bin11|PROKKA_MOD_00459	PF01636
121004-bin11|PROKKA_MOD_00461	PF00834
121004-bin11|PROKKA_MOD_00462	PF02643
121004-bin11|PROKKA_MOD_00463	PF00425
121004-bin11|PROKKA_MOD_00464	PF00117
121004-bin11|PROKKA_MOD_00465	PF00591
121004-bin11|PROKKA_MOD_00466	PF00218
121004-bin11|PROKKA_MOD_00467	PF13437
121004-bin11|PROKKA_MOD_00468	PF00440
121004-bin11|PROKKA_MOD_00469	PF14347
121004-bin11|PROKKA_MOD_00470	PF01613
121004-bin11|PROKKA_MOD_00471	PF03602
121004-bin11|PROKKA_MOD_00472	PF01379
121004-bin11|PROKKA_MOD_00473	PF02602
121004-bin11|PROKKA_MOD_00474	PF00006
121004-bin11|PROKKA_MOD_00475	PF00085
121004-bin11|PROKKA_MOD_00476	PF00490
121004-bin11|PROKKA_MOD_00477	PF00920
121004-bin11|PROKKA_MOD_00478	PF00005
121004-bin11|PROKKA_MOD_00479	PF07992
121004-bin11|PROKKA_MOD_00480	PF00106
121004-bin11|PROKKA_MOD_00481	PF13409
121004-bin11|PROKKA_MOD_00482	PF03486
121004-bin11|PROKKA_MOD_00484	PF07690
121004-bin11|PROKKA_MOD_00486	PF00268
121004-bin11|PROKKA_MOD_00487	PF02867
121004-bin11|PROKKA_MOD_00489	PF02527
121004-bin11|PROKKA_MOD_00490	PF01656
121004-bin11|PROKKA_MOD_00491	PF02195
121004-bin11|PROKKA_MOD_00493	PF00119
121004-bin11|PROKKA_MOD_00495	PF00430
121004-bin11|PROKKA_MOD_00496	PF00213
121004-bin11|PROKKA_MOD_00497	PF00006
121004-bin11|PROKKA_MOD_00498	PF00231
121004-bin11|PROKKA_MOD_00499	PF00006
121004-bin11|PROKKA_MOD_00500	PF02823
121004-bin11|PROKKA_MOD_00501	PF12804
121004-bin11|PROKKA_MOD_00502	PF02472
121004-bin11|PROKKA_MOD_00503	PF02606
121004-bin11|PROKKA_MOD_00505	PF02348
121004-bin11|PROKKA_MOD_00506	PF02873
121004-bin11|PROKKA_MOD_00507	PF01810
121004-bin11|PROKKA_MOD_00508	PF06938
121004-bin11|PROKKA_MOD_00509	PF05960
121004-bin11|PROKKA_MOD_00510	PF05187
121004-bin11|PROKKA_MOD_00511	PF03807
121004-bin11|PROKKA_MOD_00512	PF01996
121004-bin11|PROKKA_MOD_00513	PF01933
121004-bin11|PROKKA_MOD_00514	PF01983
121004-bin11|PROKKA_MOD_00515	PF04055
121004-bin11|PROKKA_MOD_00516	PF06966
121004-bin11|PROKKA_MOD_00517	PF01546
121004-bin11|PROKKA_MOD_00520	PF03060
121004-bin11|PROKKA_MOD_00521	PF01554
121004-bin11|PROKKA_MOD_00522	PF02629
121004-bin11|PROKKA_MOD_00523	PF08442
121004-bin11|PROKKA_MOD_00524	PF07992
121004-bin11|PROKKA_MOD_00525	PF00198
121004-bin11|PROKKA_MOD_00526	PF02779
121004-bin11|PROKKA_MOD_00527	PF13085
121004-bin11|PROKKA_MOD_00529	PF00551
121004-bin11|PROKKA_MOD_00530	PF02769
121004-bin11|PROKKA_MOD_00531	PF09839
121004-bin11|PROKKA_MOD_00532	PF01066
121004-bin11|PROKKA_MOD_00534	PF01343
121004-bin11|PROKKA_MOD_00537	PF09842
121004-bin11|PROKKA_MOD_00538	PF03358
121004-bin11|PROKKA_MOD_00539	PF00578
121004-bin11|PROKKA_MOD_00540	PF01551
121004-bin11|PROKKA_MOD_00542	PF13347
121004-bin11|PROKKA_MOD_00543	PF06314
121004-bin11|PROKKA_MOD_00544	PF02737
121004-bin11|PROKKA_MOD_00545	PF00106
121004-bin11|PROKKA_MOD_00546	PF00107
121004-bin11|PROKKA_MOD_00547	PF00135
121004-bin11|PROKKA_MOD_00548	PF12697
121004-bin11|PROKKA_MOD_00549	PF02028
121004-bin11|PROKKA_MOD_00550	PF08240
121004-bin11|PROKKA_MOD_00551	PF02771
121004-bin11|PROKKA_MOD_00552	PF00441
121004-bin11|PROKKA_MOD_00553	PF03819
121004-bin11|PROKKA_MOD_00555	PF03737
121004-bin11|PROKKA_MOD_00556	PF00933
121004-bin11|PROKKA_MOD_00557	PF00296
121004-bin11|PROKKA_MOD_00558	PF03060
121004-bin11|PROKKA_MOD_00559	PF00043
121004-bin11|PROKKA_MOD_00560	PF00459
121004-bin11|PROKKA_MOD_00561	PF02826
121004-bin11|PROKKA_MOD_00562	PF03328
121004-bin11|PROKKA_MOD_00563	PF02348
121004-bin11|PROKKA_MOD_00564	PF06258
121004-bin11|PROKKA_MOD_00565	PF03441
121004-bin11|PROKKA_MOD_00566	PF00171
121004-bin11|PROKKA_MOD_00567	PF00596
121004-bin11|PROKKA_MOD_00568	PF00206
121004-bin11|PROKKA_MOD_00569	PF05193
121004-bin11|PROKKA_MOD_00571	PF01653
121004-bin11|PROKKA_MOD_00572	PF04354
121004-bin11|PROKKA_MOD_00573	PF02463
121004-bin11|PROKKA_MOD_00575	PF03918
121004-bin11|PROKKA_MOD_00578	PF00160
121004-bin11|PROKKA_MOD_00580	PF00717
121004-bin11|PROKKA_MOD_00581	PF00817
121004-bin11|PROKKA_MOD_00582	PF06945
121004-bin11|PROKKA_MOD_00583	PF06434
121004-bin11|PROKKA_MOD_00584	PF00310
121004-bin11|PROKKA_MOD_00585	PF02674
121004-bin11|PROKKA_MOD_00586	PF07991
121004-bin11|PROKKA_MOD_00587	PF13710
121004-bin11|PROKKA_MOD_00588	PF02776
121004-bin11|PROKKA_MOD_00589	PF00849
121004-bin11|PROKKA_MOD_00590	PF13525
121004-bin11|PROKKA_MOD_00591	PF00144
121004-bin11|PROKKA_MOD_00592	PF07883
121004-bin11|PROKKA_MOD_00597	PF01510
121004-bin11|PROKKA_MOD_00598	PF02401
121004-bin11|PROKKA_MOD_00599	PF01252
121004-bin11|PROKKA_MOD_00600	PF00133
121004-bin11|PROKKA_MOD_00601	PF01687
121004-bin11|PROKKA_MOD_00603	PF02875
121004-bin11|PROKKA_MOD_00604	PF02190
121004-bin11|PROKKA_MOD_00605	PF00107
121004-bin11|PROKKA_MOD_00607	PF02410
121004-bin11|PROKKA_MOD_00608	PF02590
121004-bin11|PROKKA_MOD_00609	PF00905
121004-bin11|PROKKA_MOD_00610	PF01098
121004-bin11|PROKKA_MOD_00611	PF13406
121004-bin11|PROKKA_MOD_00613	PF00724
121004-bin11|PROKKA_MOD_00614	PF05222
121004-bin11|PROKKA_MOD_00617	PF03641
121004-bin11|PROKKA_MOD_00618	PF02668
121004-bin11|PROKKA_MOD_00621	PF11397
121004-bin11|PROKKA_MOD_00622	PF13640
121004-bin11|PROKKA_MOD_00623	PF01418
121004-bin11|PROKKA_MOD_00624	PF13361
121004-bin11|PROKKA_MOD_00625	PF03480
121004-bin11|PROKKA_MOD_00626	PF03099
121004-bin11|PROKKA_MOD_00627	PF04055
121004-bin11|PROKKA_MOD_00628	PF00773
121004-bin11|PROKKA_MOD_00629	PF00588
121004-bin11|PROKKA_MOD_00630	PF03331
121004-bin11|PROKKA_MOD_00631	PF07517
121004-bin11|PROKKA_MOD_00632	PF03884
121004-bin11|PROKKA_MOD_00633	PF01121
121004-bin11|PROKKA_MOD_00634	PF13577
121004-bin11|PROKKA_MOD_00635	PF00132
121004-bin11|PROKKA_MOD_00636	PF00389
121004-bin11|PROKKA_MOD_00637	PF02696
121004-bin11|PROKKA_MOD_00638	PF00296
121004-bin11|PROKKA_MOD_00639	PF00501
121004-bin11|PROKKA_MOD_00640	PF00501
121004-bin11|PROKKA_MOD_00642	PF00890
121004-bin11|PROKKA_MOD_00643	PF00501
121004-bin11|PROKKA_MOD_00644	PF00106
121004-bin11|PROKKA_MOD_00645	PF01019
121004-bin11|PROKKA_MOD_00646	PF06750
121004-bin11|PROKKA_MOD_00649	PF13360
121004-bin11|PROKKA_MOD_00650	PF01048
121004-bin11|PROKKA_MOD_00651	PF13899
121004-bin11|PROKKA_MOD_00653	PF01699
121004-bin11|PROKKA_MOD_00654	PF13561
121004-bin11|PROKKA_MOD_00655	PF08241
121004-bin11|PROKKA_MOD_00656	PF00126
121004-bin11|PROKKA_MOD_00657	PF07715
121004-bin11|PROKKA_MOD_00658	PF01968
121004-bin11|PROKKA_MOD_00659	PF02538
121004-bin11|PROKKA_MOD_00660	PF00857
121004-bin11|PROKKA_MOD_00662	PF03461
121004-bin11|PROKKA_MOD_00663	PF10972
121004-bin11|PROKKA_MOD_00664	PF01106
121004-bin11|PROKKA_MOD_00665	PF05958
121004-bin11|PROKKA_MOD_00666	PF00581
121004-bin11|PROKKA_MOD_00667	PF00441
121004-bin11|PROKKA_MOD_00668	PF00441
121004-bin11|PROKKA_MOD_00669	PF00766
121004-bin11|PROKKA_MOD_00671	PF00586
121004-bin11|PROKKA_MOD_00672	PF04608
121004-bin11|PROKKA_MOD_00673	PF00925
121004-bin11|PROKKA_MOD_00674	PF13292
121004-bin11|PROKKA_MOD_00675	PF00348
121004-bin11|PROKKA_MOD_00676	PF02609
121004-bin11|PROKKA_MOD_00677	PF00873
121004-bin11|PROKKA_MOD_00678	PF01416
121004-bin11|PROKKA_MOD_00680	PF02774
121004-bin11|PROKKA_MOD_00681	PF00180
121004-bin11|PROKKA_MOD_00682	PF00694
121004-bin11|PROKKA_MOD_00683	PF00330
121004-bin11|PROKKA_MOD_00684	PF01264
121004-bin11|PROKKA_MOD_00686	PF03601
121004-bin11|PROKKA_MOD_00687	PF00009
121004-bin11|PROKKA_MOD_00688	PF00270
121004-bin11|PROKKA_MOD_00689	PF02627
121004-bin11|PROKKA_MOD_00690	PF01053
121004-bin11|PROKKA_MOD_00692	PF10985
121004-bin11|PROKKA_MOD_00694	PF00905
121004-bin11|PROKKA_MOD_00695	PF08245
121004-bin11|PROKKA_MOD_00696	PF08245
121004-bin11|PROKKA_MOD_00697	PF00953
121004-bin11|PROKKA_MOD_00699	PF08245
121004-bin11|PROKKA_MOD_00701	PF01220
121004-bin11|PROKKA_MOD_00702	PF00364
121004-bin11|PROKKA_MOD_00703	PF02786
121004-bin11|PROKKA_MOD_00704	PF13603
121004-bin11|PROKKA_MOD_00708	PF01274
121004-bin11|PROKKA_MOD_00709	PF07045
121004-bin11|PROKKA_MOD_00710	PF01546
121004-bin11|PROKKA_MOD_00711	PF01734
121004-bin11|PROKKA_MOD_00712	PF00682
121004-bin11|PROKKA_MOD_00713	PF02515
121004-bin11|PROKKA_MOD_00714	PF00691
121004-bin11|PROKKA_MOD_00715	PF04052
121004-bin11|PROKKA_MOD_00716	PF13103
121004-bin11|PROKKA_MOD_00717	PF02472
121004-bin11|PROKKA_MOD_00718	PF01618
121004-bin11|PROKKA_MOD_00719	PF13279
121004-bin11|PROKKA_MOD_00721	PF01709
121004-bin11|PROKKA_MOD_00722	PF00152
121004-bin11|PROKKA_MOD_00724	PF01618
121004-bin11|PROKKA_MOD_00725	PF00005
121004-bin11|PROKKA_MOD_00726	PF12704
121004-bin11|PROKKA_MOD_00727	PF00171
121004-bin11|PROKKA_MOD_00728	PF13561
121004-bin11|PROKKA_MOD_00729	PF00762
121004-bin11|PROKKA_MOD_00730	PF07690
121004-bin11|PROKKA_MOD_00731	PF07045
121004-bin11|PROKKA_MOD_00732	PF01926
121004-bin11|PROKKA_MOD_00733	PF13450
121004-bin11|PROKKA_MOD_00734	PF01235
121004-bin11|PROKKA_MOD_00735	PF05970
121004-bin11|PROKKA_MOD_00738	PF00255
121004-bin11|PROKKA_MOD_00739	PF00583
121004-bin11|PROKKA_MOD_00741	PF00682
121004-bin11|PROKKA_MOD_00742	PF00378
121004-bin11|PROKKA_MOD_00743	PF01171
121004-bin11|PROKKA_MOD_00744	PF03255
121004-bin11|PROKKA_MOD_00745	PF14579
121004-bin11|PROKKA_MOD_00747	PF00224
121004-bin11|PROKKA_MOD_00748	PF01914
121004-bin11|PROKKA_MOD_00749	PF13377
121004-bin11|PROKKA_MOD_00750	PF00474
121004-bin11|PROKKA_MOD_00751	PF02685
121004-bin11|PROKKA_MOD_00752	PF01182
121004-bin11|PROKKA_MOD_00756	PF13207
121004-bin11|PROKKA_MOD_00758	PF00579
121004-bin11|PROKKA_MOD_00759	PF01557
121004-bin11|PROKKA_MOD_00760	PF01551
121004-bin11|PROKKA_MOD_00761	PF03702
121004-bin11|PROKKA_MOD_00762	PF01521
