120322-bin51|PROKKA_MOD_00001	COG0001
121001-bin56|PROKKA_MOD_00794	COG0690
121001-bin56|PROKKA_MOD_00795	COG0050
121001-bin56|PROKKA_MOD_00797	COG0340
121001-bin56|PROKKA_MOD_00798	COG0225
121001-bin56|PROKKA_MOD_00799	COG1960
121001-bin56|PROKKA_MOD_00800	COG1960
121001-bin56|PROKKA_MOD_00801	COG1064
121001-bin56|PROKKA_MOD_00802	COG0846
121001-bin56|PROKKA_MOD_00803	COG0061
121001-bin56|PROKKA_MOD_00804	COG0705
121001-bin56|PROKKA_MOD_00805	COG1210
121001-bin56|PROKKA_MOD_00806	COG0167
121001-bin56|PROKKA_MOD_00808	COG2273
121001-bin56|PROKKA_MOD_00810	COG1028
121001-bin56|PROKKA_MOD_00812	COG1063
121001-bin56|PROKKA_MOD_00813	COG3000
121001-bin56|PROKKA_MOD_00814	COG2878
121001-bin56|PROKKA_MOD_00815	COG0492
121001-bin56|PROKKA_MOD_00816	COG0143
121001-bin56|PROKKA_MOD_00817	COG0489
121001-bin56|PROKKA_MOD_00818	COG2853
121001-bin56|PROKKA_MOD_00819	COG0042
121001-bin56|PROKKA_MOD_00820	COG3067
121001-bin56|PROKKA_MOD_00822	COG1804
121001-bin56|PROKKA_MOD_00823	COG0084
121001-bin56|PROKKA_MOD_00825	COG0714
121001-bin56|PROKKA_MOD_00826	COG3825
121001-bin56|PROKKA_MOD_00829	COG0229
121001-bin56|PROKKA_MOD_00830	COG0728
121001-bin56|PROKKA_MOD_00831	COG0196
121001-bin56|PROKKA_MOD_00832	COG0060
121001-bin56|PROKKA_MOD_00833	COG0597
121001-bin56|PROKKA_MOD_00834	COG0761
121001-bin56|PROKKA_MOD_00836	COG0776
121001-bin56|PROKKA_MOD_00837	COG0466
121001-bin56|PROKKA_MOD_00838	COG1219
121001-bin56|PROKKA_MOD_00839	COG0740
121001-bin56|PROKKA_MOD_00840	COG0544
121001-bin56|PROKKA_MOD_00841	COG4628
121001-bin56|PROKKA_MOD_00845	COG2175
121001-bin56|PROKKA_MOD_00846	COG1131
121001-bin56|PROKKA_MOD_00847	COG0842
121001-bin56|PROKKA_MOD_00848	COG0506
121001-bin56|PROKKA_MOD_00849	COG0326
121001-bin56|PROKKA_MOD_00850	COG0240
121001-bin56|PROKKA_MOD_00852	COG0302
121001-bin56|PROKKA_MOD_00853	COG0304
121001-bin56|PROKKA_MOD_00854	COG0190
121001-bin56|PROKKA_MOD_00855	COG0086
121001-bin56|PROKKA_MOD_00856	COG0085
121001-bin56|PROKKA_MOD_00857	COG2938
121001-bin56|PROKKA_MOD_00858	COG1595
121001-bin56|PROKKA_MOD_00860	COG0265
121001-bin56|PROKKA_MOD_00861	COG0481
121001-bin56|PROKKA_MOD_00862	COG0681
121001-bin56|PROKKA_MOD_00863	COG0571
121001-bin56|PROKKA_MOD_00864	COG2200
121001-bin56|PROKKA_MOD_00866	COG2072
121001-bin56|PROKKA_MOD_00867	COG2072
121001-bin56|PROKKA_MOD_00868	COG2234
121001-bin56|PROKKA_MOD_00869	COG0438
121001-bin56|PROKKA_MOD_00870	COG3660
121001-bin56|PROKKA_MOD_00872	COG1989
121001-bin56|PROKKA_MOD_00873	COG0405
121001-bin56|PROKKA_MOD_00874	COG1028
121001-bin56|PROKKA_MOD_00876	COG0111
121001-bin56|PROKKA_MOD_00877	COG0397
121001-bin56|PROKKA_MOD_00878	COG2141
121001-bin56|PROKKA_MOD_00879	COG0318
121001-bin56|PROKKA_MOD_00882	COG1028
121001-bin56|PROKKA_MOD_00883	COG0227
121001-bin56|PROKKA_MOD_00884	COG2062
121001-bin56|PROKKA_MOD_00885	COG0756
121001-bin56|PROKKA_MOD_00886	COG0254
121001-bin56|PROKKA_MOD_00887	COG1198
121001-bin56|PROKKA_MOD_00888	COG1028
121001-bin56|PROKKA_MOD_00890	COG3917
121001-bin56|PROKKA_MOD_00892	COG0760
121001-bin56|PROKKA_MOD_00893	COG1995
121001-bin56|PROKKA_MOD_00896	COG0288
121001-bin56|PROKKA_MOD_00898	COG3047
121001-bin56|PROKKA_MOD_00899	COG0031
121001-bin56|PROKKA_MOD_00900	COG1045
121001-bin56|PROKKA_MOD_00901	COG0450
121001-bin56|PROKKA_MOD_00902	COG1733
121001-bin56|PROKKA_MOD_00903	COG0212
121001-bin56|PROKKA_MOD_00906	COG1171
121001-bin56|PROKKA_MOD_00907	COG5522
121001-bin56|PROKKA_MOD_00908	COG1225
121001-bin56|PROKKA_MOD_00909	COG4232
121001-bin56|PROKKA_MOD_00910	COG0071
121001-bin56|PROKKA_MOD_00911	COG0778
121001-bin56|PROKKA_MOD_00914	COG3173
121001-bin56|PROKKA_MOD_00915	COG1012
121001-bin56|PROKKA_MOD_00917	COG1028
121001-bin56|PROKKA_MOD_00919	COG0593
121001-bin56|PROKKA_MOD_00920	COG0706
121001-bin56|PROKKA_MOD_00921	COG0486
121001-bin56|PROKKA_MOD_00923	COG0458
121001-bin56|PROKKA_MOD_00924	COG0782
121001-bin56|PROKKA_MOD_00925	COG0293
121001-bin56|PROKKA_MOD_00926	COG0465
121001-bin56|PROKKA_MOD_00927	COG1410
121001-bin56|PROKKA_MOD_00928	COG0122
121001-bin56|PROKKA_MOD_00936	COG2070
121001-bin56|PROKKA_MOD_00937	COG2141
121001-bin56|PROKKA_MOD_00938	COG1472
121001-bin56|PROKKA_MOD_00939	COG0684
121001-bin56|PROKKA_MOD_00940	COG0204
121001-bin56|PROKKA_MOD_00943	COG2844
121001-bin56|PROKKA_MOD_00944	COG0024
121001-bin56|PROKKA_MOD_00945	COG0505
121001-bin56|PROKKA_MOD_00948	COG0596
121001-bin56|PROKKA_MOD_00949	COG2211
121001-bin56|PROKKA_MOD_00950	COG0667
121001-bin56|PROKKA_MOD_00952	COG1737
121001-bin56|PROKKA_MOD_00953	COG0210
121001-bin56|PROKKA_MOD_00954	COG4663
121001-bin56|PROKKA_MOD_00955	COG0321
121001-bin56|PROKKA_MOD_00961	COG3156
121001-bin56|PROKKA_MOD_00965	COG0644
121001-bin56|PROKKA_MOD_00966	COG4805
121001-bin56|PROKKA_MOD_00967	COG3816
121001-bin56|PROKKA_MOD_00968	COG1280
121001-bin56|PROKKA_MOD_00969	COG0812
121001-bin56|PROKKA_MOD_00972	COG1506
121001-bin56|PROKKA_MOD_00975	COG3161
121001-bin56|PROKKA_MOD_00976	COG1773
121001-bin56|PROKKA_MOD_00977	COG1301
121001-bin56|PROKKA_MOD_00978	COG3808
121001-bin56|PROKKA_MOD_00981	COG0225
121001-bin56|PROKKA_MOD_00983	COG1476
121001-bin56|PROKKA_MOD_00985	COG2109
121001-bin56|PROKKA_MOD_00986	COG4206
121001-bin56|PROKKA_MOD_00987	COG0004
121001-bin56|PROKKA_MOD_00988	COG0347
121001-bin56|PROKKA_MOD_00990	COG1028
121001-bin56|PROKKA_MOD_00991	COG0604
121001-bin56|PROKKA_MOD_00993	COG0492
121001-bin56|PROKKA_MOD_00994	COG0056
121001-bin56|PROKKA_MOD_00995	COG0224
121001-bin56|PROKKA_MOD_00996	COG0055
121001-bin56|PROKKA_MOD_00997	COG0355
121001-bin56|PROKKA_MOD_00998	COG1207
121001-bin56|PROKKA_MOD_00999	COG3313
121001-bin56|PROKKA_MOD_01000	COG1049
121001-bin56|PROKKA_MOD_01001	COG0034
121001-bin56|PROKKA_MOD_01003	COG1862
121001-bin56|PROKKA_MOD_01004	COG0342
121001-bin56|PROKKA_MOD_01005	COG0341
121001-bin56|PROKKA_MOD_01006	COG0483
121001-bin56|PROKKA_MOD_01007	COG0565
121001-bin56|PROKKA_MOD_01008	COG1212
121001-bin56|PROKKA_MOD_01009	COG2835
121001-bin56|PROKKA_MOD_01010	COG1132
121001-bin56|PROKKA_MOD_01012	COG0811
121001-bin56|PROKKA_MOD_01013	COG1136
121001-bin56|PROKKA_MOD_01014	COG0763
121001-bin56|PROKKA_MOD_01015	COG0164
121001-bin56|PROKKA_MOD_01016	COG0587
121001-bin56|PROKKA_MOD_01017	COG0612
121001-bin56|PROKKA_MOD_01018	COG2124
121001-bin56|PROKKA_MOD_01020	COG0686
121001-bin56|PROKKA_MOD_01021	COG1902
121001-bin56|PROKKA_MOD_01023	COG1435
121001-bin56|PROKKA_MOD_01025	COG0078
121001-bin56|PROKKA_MOD_01026	COG0137
121001-bin56|PROKKA_MOD_01027	COG0624
121001-bin56|PROKKA_MOD_01028	COG0548
121001-bin56|PROKKA_MOD_01030	COG0624
121001-bin56|PROKKA_MOD_01033	COG3836
121001-bin56|PROKKA_MOD_01034	COG1212
121001-bin56|PROKKA_MOD_01035	COG3660
121001-bin56|PROKKA_MOD_01036	COG0415
121001-bin56|PROKKA_MOD_01039	COG0136
121001-bin56|PROKKA_MOD_01040	COG0473
121001-bin56|PROKKA_MOD_01041	COG0066
121001-bin56|PROKKA_MOD_01044	COG2871
121001-bin56|PROKKA_MOD_01045	COG2209
121001-bin56|PROKKA_MOD_01046	COG1347
121001-bin56|PROKKA_MOD_01047	COG2869
121001-bin56|PROKKA_MOD_01048	COG1805
121001-bin56|PROKKA_MOD_01051	COG1136
121001-bin56|PROKKA_MOD_01052	COG0845
121001-bin56|PROKKA_MOD_01053	COG0577
121001-bin56|PROKKA_MOD_01055	COG0215
121001-bin56|PROKKA_MOD_01056	COG0652
121001-bin56|PROKKA_MOD_01057	COG2908
121001-bin56|PROKKA_MOD_01058	COG1974
121001-bin56|PROKKA_MOD_01059	COG0389
121001-bin56|PROKKA_MOD_01060	COG0678
121001-bin56|PROKKA_MOD_01061	COG2084
121001-bin56|PROKKA_MOD_01064	COG1250
121001-bin56|PROKKA_MOD_01066	COG2211
121001-bin56|PROKKA_MOD_01069	COG5002
121001-bin56|PROKKA_MOD_01072	COG1473
121001-bin56|PROKKA_MOD_01073	COG3752
121001-bin56|PROKKA_MOD_01074	COG1060
121001-bin56|PROKKA_MOD_01077	COG3023
121001-bin56|PROKKA_MOD_01080	COG0234
121001-bin56|PROKKA_MOD_01081	COG0459
121001-bin56|PROKKA_MOD_01082	COG2161
121001-bin56|PROKKA_MOD_01083	COG1004
121001-bin56|PROKKA_MOD_01084	COG1596
121001-bin56|PROKKA_MOD_01088	COG2124
121001-bin56|PROKKA_MOD_01089	COG1028
121001-bin56|PROKKA_MOD_01091	COG1028
121001-bin56|PROKKA_MOD_01093	COG4221
121001-bin56|PROKKA_MOD_01095	COG3340
121001-bin56|PROKKA_MOD_01097	COG4341
121001-bin56|PROKKA_MOD_01100	COG2503
121001-bin56|PROKKA_MOD_01101	COG1785
121001-bin56|PROKKA_MOD_01102	COG1011
121001-bin56|PROKKA_MOD_01103	COG1218
121001-bin56|PROKKA_MOD_01104	COG3173
121001-bin56|PROKKA_MOD_01105	COG1028
121001-bin56|PROKKA_MOD_01106	COG0617
121001-bin56|PROKKA_MOD_01108	COG0030
121001-bin56|PROKKA_MOD_01110	COG0845
121001-bin56|PROKKA_MOD_01111	COG0841
121001-bin56|PROKKA_MOD_01112	COG2755
121001-bin56|PROKKA_MOD_01113	COG1136
121001-bin56|PROKKA_MOD_01114	COG3127
121001-bin56|PROKKA_MOD_01116	COG4221
121001-bin56|PROKKA_MOD_01117	COG2124
121001-bin56|PROKKA_MOD_01122	COG2040
121001-bin56|PROKKA_MOD_01124	COG2175
121001-bin56|PROKKA_MOD_01126	COG1473
121001-bin56|PROKKA_MOD_01129	COG2133
121001-bin56|PROKKA_MOD_01130	COG0673
121001-bin56|PROKKA_MOD_01131	COG0279
121001-bin56|PROKKA_MOD_01133	COG0304
121001-bin56|PROKKA_MOD_01134	COG1559
121001-bin56|PROKKA_MOD_01135	COG0125
121001-bin56|PROKKA_MOD_01138	COG0811
121001-bin56|PROKKA_MOD_01139	COG0811
121001-bin56|PROKKA_MOD_01140	COG0848
121001-bin56|PROKKA_MOD_01143	COG2326
121001-bin56|PROKKA_MOD_01161	COG1596
121001-bin56|PROKKA_MOD_01162	COG0558
121001-bin56|PROKKA_MOD_01167	COG0271
121001-bin56|PROKKA_MOD_01168	COG0350
121001-bin56|PROKKA_MOD_01173	COG2925
121001-bin56|PROKKA_MOD_01174	COG0471
121001-bin56|PROKKA_MOD_01176	COG0438
121001-bin56|PROKKA_MOD_01180	COG1610
121001-bin56|PROKKA_MOD_01181	COG0828
121001-bin56|PROKKA_MOD_01182	COG0533
121001-bin56|PROKKA_MOD_01183	COG1539
121001-bin56|PROKKA_MOD_01184	COG0801
121001-bin56|PROKKA_MOD_01186	COG1629
121001-bin56|PROKKA_MOD_01187	COG1309
121001-bin56|PROKKA_MOD_01191	COG0064
121001-bin56|PROKKA_MOD_01192	COG2030
121001-bin56|PROKKA_MOD_01193	COG0318
121001-bin56|PROKKA_MOD_01195	COG1450
121001-bin56|PROKKA_MOD_01198	COG0150
121001-bin56|PROKKA_MOD_01199	COG0299
121001-bin56|PROKKA_MOD_01201	COG0717
121001-bin56|PROKKA_MOD_01202	COG0353
121001-bin56|PROKKA_MOD_01204	COG2267
121001-bin56|PROKKA_MOD_01205	COG0332
121001-bin56|PROKKA_MOD_01206	COG3476
121001-bin56|PROKKA_MOD_01207	COG1972
121001-bin56|PROKKA_MOD_01208	COG0780
121001-bin56|PROKKA_MOD_01210	COG1530
121001-bin56|PROKKA_MOD_01211	COG2816
121001-bin56|PROKKA_MOD_01214	COG3818
121001-bin56|PROKKA_MOD_01216	COG2070
121001-bin56|PROKKA_MOD_01221	COG0556
121001-bin56|PROKKA_MOD_01223	COG2224
121001-bin56|PROKKA_MOD_01224	COG2991
121001-bin56|PROKKA_MOD_01234	COG0625
121001-bin56|PROKKA_MOD_01235	COG0625
121001-bin56|PROKKA_MOD_01238	COG3000
121001-bin56|PROKKA_MOD_01239	COG2050
121001-bin56|PROKKA_MOD_01242	COG0654
121001-bin56|PROKKA_MOD_01243	COG0006
121001-bin56|PROKKA_MOD_01247	COG4166
121001-bin56|PROKKA_MOD_01248	COG0601
121001-bin56|PROKKA_MOD_01251	COG0101
121001-bin56|PROKKA_MOD_01252	COG0135
121001-bin56|PROKKA_MOD_01253	COG0133
121001-bin56|PROKKA_MOD_01255	COG0318
121001-bin56|PROKKA_MOD_01256	COG1028
121001-bin56|PROKKA_MOD_01257	COG1028
121001-bin56|PROKKA_MOD_01259	COG0208
121001-bin56|PROKKA_MOD_01260	COG0209
121001-bin56|PROKKA_MOD_01262	COG1629
121001-bin56|PROKKA_MOD_01263	COG3917
121001-bin56|PROKKA_MOD_01264	COG0793
121001-bin56|PROKKA_MOD_01265	COG0708
121001-bin56|PROKKA_MOD_01266	COG1026
121001-bin56|PROKKA_MOD_01270	COG1937
121001-bin56|PROKKA_MOD_01278	COG0471
121001-bin56|PROKKA_MOD_01279	COG0405
121001-bin56|PROKKA_MOD_01281	COG1024
121001-bin56|PROKKA_MOD_01282	COG1960
121001-bin56|PROKKA_MOD_01284	COG0688
121001-bin56|PROKKA_MOD_01285	COG1914
121001-bin56|PROKKA_MOD_01291	COG2609
121001-bin56|PROKKA_MOD_01294	COG1228
121001-bin56|PROKKA_MOD_01295	COG3380
121001-bin56|PROKKA_MOD_01299	COG0697
121001-bin56|PROKKA_MOD_01303	COG0668
121001-bin56|PROKKA_MOD_01307	COG0036
121001-bin56|PROKKA_MOD_01308	COG1208
121001-bin56|PROKKA_MOD_01309	COG3178
121001-bin56|PROKKA_MOD_01311	COG0334
121001-bin56|PROKKA_MOD_01313	COG1054
121001-bin56|PROKKA_MOD_01315	COG3491
121001-bin56|PROKKA_MOD_01322	COG3119
121001-bin56|PROKKA_MOD_01325	COG1680
121001-bin56|PROKKA_MOD_01330	COG0616
121001-bin56|PROKKA_MOD_01332	COG0542
121001-bin56|PROKKA_MOD_01333	COG2127
121001-bin56|PROKKA_MOD_01334	COG0538
121001-bin56|PROKKA_MOD_01335	COG3917
121001-bin56|PROKKA_MOD_01336	COG0693
121001-bin56|PROKKA_MOD_01338	COG2171
121001-bin56|PROKKA_MOD_01339	COG0624
121001-bin56|PROKKA_MOD_01342	COG0519
121001-bin56|PROKKA_MOD_01343	COG0516
121001-bin56|PROKKA_MOD_01345	COG3565
121001-bin56|PROKKA_MOD_01349	COG1920
121001-bin56|PROKKA_MOD_01350	COG0391
121001-bin56|PROKKA_MOD_01351	COG1478
121001-bin56|PROKKA_MOD_01352	COG2085
121001-bin56|PROKKA_MOD_01353	COG4121
121001-bin56|PROKKA_MOD_01354	COG2015
121001-bin56|PROKKA_MOD_01357	COG0405
121001-bin56|PROKKA_MOD_01360	COG0239
121001-bin56|PROKKA_MOD_01362	COG1674
121001-bin56|PROKKA_MOD_01365	COG4799
121001-bin56|PROKKA_MOD_01366	COG0625
121001-bin56|PROKKA_MOD_01367	COG0040
121001-bin56|PROKKA_MOD_01368	COG0141
121001-bin56|PROKKA_MOD_01369	COG0040
121001-bin56|PROKKA_MOD_01370	COG0141
121001-bin56|PROKKA_MOD_01372	COG2072
121001-bin56|PROKKA_MOD_01375	COG4103
121001-bin56|PROKKA_MOD_01376	COG2148
121001-bin56|PROKKA_MOD_01377	COG0451
121001-bin56|PROKKA_MOD_01379	COG3150
121001-bin56|PROKKA_MOD_01380	COG3151
121001-bin56|PROKKA_MOD_01381	COG3146
121001-bin56|PROKKA_MOD_01385	COG0611
121001-bin56|PROKKA_MOD_01386	COG1267
121001-bin56|PROKKA_MOD_01387	COG0807
121001-bin56|PROKKA_MOD_01389	COG3119
121001-bin56|PROKKA_MOD_01393	COG3631
121001-bin56|PROKKA_MOD_01394	COG0735
121001-bin56|PROKKA_MOD_01396	COG0554
121001-bin56|PROKKA_MOD_01398	COG2609
121001-bin56|PROKKA_MOD_01400	COG3686
121001-bin56|PROKKA_MOD_01402	COG0604
121001-bin56|PROKKA_MOD_01404	COG3491
121001-bin56|PROKKA_MOD_01406	COG4536
121001-bin56|PROKKA_MOD_01408	COG0228
121001-bin56|PROKKA_MOD_01410	COG1960
121001-bin56|PROKKA_MOD_01412	COG2211
121001-bin56|PROKKA_MOD_01413	COG0596
121001-bin56|PROKKA_MOD_01415	COG0142
121001-bin56|PROKKA_MOD_01416	COG1722
121001-bin56|PROKKA_MOD_01420	COG0558
121001-bin56|PROKKA_MOD_01422	COG0167
121001-bin56|PROKKA_MOD_01423	COG1210
121001-bin56|PROKKA_MOD_01424	COG0705
121001-bin56|PROKKA_MOD_01426	COG2137
121001-bin56|PROKKA_MOD_01427	COG2812
121001-bin56|PROKKA_MOD_01429	COG4232
121001-bin56|PROKKA_MOD_01432	COG0741
121001-bin56|PROKKA_MOD_01434	COG0847
121001-bin56|PROKKA_MOD_01435	COG0328
121001-bin56|PROKKA_MOD_01438	COG1131
121001-bin56|PROKKA_MOD_01439	COG0842
121001-bin56|PROKKA_MOD_01441	COG3175
121001-bin56|PROKKA_MOD_01442	COG1845
121001-bin56|PROKKA_MOD_01443	COG1506
121001-bin56|PROKKA_MOD_01444	COG1024
121001-bin56|PROKKA_MOD_01445	COG3022
121001-bin56|PROKKA_MOD_01446	COG4665
121001-bin56|PROKKA_MOD_01448	COG0046
121001-bin56|PROKKA_MOD_01449	COG1028
121001-bin56|PROKKA_MOD_01450	COG1234
121001-bin56|PROKKA_MOD_01452	COG1028
121001-bin56|PROKKA_MOD_01453	COG1234
121001-bin56|PROKKA_MOD_01456	COG0636
121001-bin56|PROKKA_MOD_01457	COG0356
121001-bin56|PROKKA_MOD_01461	COG4783
121001-bin56|PROKKA_MOD_01462	COG0628
121001-bin56|PROKKA_MOD_01465	COG2070
121001-bin56|PROKKA_MOD_01469	COG0777
121001-bin56|PROKKA_MOD_01473	COG1404
121001-bin56|PROKKA_MOD_01476	COG1146
121001-bin56|PROKKA_MOD_01477	COG0468
121001-bin56|PROKKA_MOD_01480	COG2891
121001-bin56|PROKKA_MOD_01483	COG0668
121001-bin56|PROKKA_MOD_01488	COG0693
121001-bin56|PROKKA_MOD_01489	COG1404
121001-bin56|PROKKA_MOD_01491	COG1024
121001-bin56|PROKKA_MOD_01492	COG0204
121001-bin56|PROKKA_MOD_01494	COG0236
121001-bin56|PROKKA_MOD_01495	COG1028
121001-bin56|PROKKA_MOD_01496	COG0331
121001-bin56|PROKKA_MOD_01497	COG0703
121001-bin56|PROKKA_MOD_01498	COG3000
121001-bin56|PROKKA_MOD_01499	COG4805
121001-bin56|PROKKA_MOD_01502	COG0741
121001-bin56|PROKKA_MOD_01504	COG4166
121001-bin56|PROKKA_MOD_01505	COG0768
121001-bin56|PROKKA_MOD_01506	COG1576
121001-bin56|PROKKA_MOD_01509	COG0582
121001-bin56|PROKKA_MOD_01510	COG0330
121001-bin56|PROKKA_MOD_01511	COG0330
121001-bin56|PROKKA_MOD_01514	COG0333
121001-bin56|PROKKA_MOD_01515	COG0564
121001-bin56|PROKKA_MOD_01523	COG0625
121001-bin56|PROKKA_MOD_01528	COG0607
121001-bin56|PROKKA_MOD_01529	COG0412
121001-bin56|PROKKA_MOD_01530	COG0082
121001-bin56|PROKKA_MOD_01531	COG0065
121001-bin56|PROKKA_MOD_01532	COG0318
121001-bin56|PROKKA_MOD_01540	COG1011
121001-bin56|PROKKA_MOD_01541	COG1785
121001-bin56|PROKKA_MOD_01543	COG0189
121001-bin56|PROKKA_MOD_01545	COG0118
121001-bin56|PROKKA_MOD_01546	COG0106
121001-bin56|PROKKA_MOD_01547	COG0107
121001-bin56|PROKKA_MOD_01548	COG1629
121001-bin56|PROKKA_MOD_01552	COG4760
121001-bin56|PROKKA_MOD_01555	COG5470
121001-bin56|PROKKA_MOD_01556	COG1545
121001-bin56|PROKKA_MOD_01559	COG0558
121001-bin56|PROKKA_MOD_01561	COG1611
121001-bin56|PROKKA_MOD_01565	COG1459
121001-bin56|PROKKA_MOD_01567	COG0554
121001-bin56|PROKKA_MOD_01569	COG0667
121001-bin56|PROKKA_MOD_01570	COG1960
121001-bin56|PROKKA_MOD_01571	COG1028
121001-bin56|PROKKA_MOD_01575	COG3917
121001-bin56|PROKKA_MOD_01577	COG1726
121001-bin56|PROKKA_MOD_01578	COG1595
121001-bin56|PROKKA_MOD_01583	COG0623
121001-bin56|PROKKA_MOD_01585	COG4166
121001-bin56|PROKKA_MOD_01586	COG0601
121001-bin56|PROKKA_MOD_01587	COG2311
121001-bin56|PROKKA_MOD_01588	COG1028
121001-bin56|PROKKA_MOD_01591	COG2025
121001-bin56|PROKKA_MOD_01599	COG1309
121001-bin56|PROKKA_MOD_01602	COG0041
121001-bin56|PROKKA_MOD_01603	COG0242
121001-bin56|PROKKA_MOD_01608	COG3191
121001-bin56|PROKKA_MOD_01611	COG0149
121001-bin56|PROKKA_MOD_01612	COG1314
121001-bin56|PROKKA_MOD_01615	COG0625
121001-bin56|PROKKA_MOD_01618	COG0204
121001-bin56|PROKKA_MOD_01619	COG1024
121001-bin56|PROKKA_MOD_01621	COG0235
121001-bin56|PROKKA_MOD_01623	COG0625
121001-bin56|PROKKA_MOD_01624	COG0625
121001-bin56|PROKKA_MOD_01627	COG0592
121001-bin56|PROKKA_MOD_01628	COG2951
121001-bin56|PROKKA_MOD_01630	COG4147
121001-bin56|PROKKA_MOD_01631	COG2303
121001-bin56|PROKKA_MOD_01638	COG0721
121001-bin56|PROKKA_MOD_01643	COG0615
121001-bin56|PROKKA_MOD_01648	COG0114
121001-bin56|PROKKA_MOD_01652	COG0261
121001-bin56|PROKKA_MOD_01653	COG0211
121001-bin56|PROKKA_MOD_01661	COG2070
121001-bin56|PROKKA_MOD_01663	COG1359
121001-bin56|PROKKA_MOD_01666	COG0776
121001-bin56|PROKKA_MOD_01667	COG0776
121001-bin56|PROKKA_MOD_01671	COG1028
121001-bin56|PROKKA_MOD_01682	COG0601
121001-bin56|PROKKA_MOD_01684	COG1960
121001-bin56|PROKKA_MOD_01686	COG0642
121001-bin56|PROKKA_MOD_01690	COG0212
121001-bin56|PROKKA_MOD_01696	COG1902
121001-bin56|PROKKA_MOD_01699	COG1902
121001-bin56|PROKKA_MOD_01700	COG2863
121001-bin56|PROKKA_MOD_01701	COG0218
121001-bin56|PROKKA_MOD_01709	COG1960
121001-bin56|PROKKA_MOD_01710	COG0268
121001-bin56|PROKKA_MOD_01711	COG0536
121001-bin56|PROKKA_MOD_01713	COG1960
121001-bin56|PROKKA_MOD_01717	COG0695
121001-bin56|PROKKA_MOD_01718	COG1115
121001-bin56|PROKKA_MOD_01730	COG1183
121001-bin56|PROKKA_MOD_01732	COG1183
121001-bin56|PROKKA_MOD_01738	COG0114
121001-bin56|PROKKA_MOD_01741	COG0508
121001-bin56|PROKKA_MOD_01742	COG0508
121001-bin56|PROKKA_MOD_01743	COG0737
121001-bin56|PROKKA_MOD_01745	COG0165
121001-bin56|PROKKA_MOD_01746	COG2220
121001-bin56|PROKKA_MOD_01748	COG3651
121001-bin56|PROKKA_MOD_01750	COG0603
121001-bin56|PROKKA_MOD_01751	COG2154
121001-bin56|PROKKA_MOD_01752	COG4166
121001-bin56|PROKKA_MOD_01753	COG0843
121001-bin56|PROKKA_MOD_01755	COG0318
121001-bin56|PROKKA_MOD_01763	COG4591
121001-bin56|PROKKA_MOD_01765	COG2259
121001-bin56|PROKKA_MOD_01767	COG1960
121001-bin59|PROKKA_MOD_00001	COG0713
121001-bin59|PROKKA_MOD_00002	COG0839
121001-bin59|PROKKA_MOD_00003	COG1143
121001-bin59|PROKKA_MOD_00004	COG1005
121001-bin59|PROKKA_MOD_00005	COG1034
121001-bin59|PROKKA_MOD_00006	COG1894
121001-bin59|PROKKA_MOD_00007	COG1905
121001-bin59|PROKKA_MOD_00008	COG0649
121001-bin59|PROKKA_MOD_00009	COG0852
121001-bin59|PROKKA_MOD_00010	COG0377
121001-bin59|PROKKA_MOD_00011	COG0838
121001-bin59|PROKKA_MOD_00012	COG2226
121001-bin59|PROKKA_MOD_00013	COG1169
121001-bin59|PROKKA_MOD_00014	COG1165
121001-bin59|PROKKA_MOD_00016	COG0447
121001-bin59|PROKKA_MOD_00017	COG0318
121001-bin59|PROKKA_MOD_00018	COG1575
121001-bin59|PROKKA_MOD_00020	COG0755
121001-bin59|PROKKA_MOD_00021	COG1333
121001-bin59|PROKKA_MOD_00022	COG0785
121001-bin59|PROKKA_MOD_00023	COG0526
121001-bin59|PROKKA_MOD_00024	COG0406
121001-bin59|PROKKA_MOD_00025	COG0560
121001-bin59|PROKKA_MOD_00027	COG0624
121001-bin59|PROKKA_MOD_00028	COG1061
121001-bin59|PROKKA_MOD_00029	COG0695
121001-bin59|PROKKA_MOD_00033	COG0345
121001-bin59|PROKKA_MOD_00035	COG1066
121001-bin59|PROKKA_MOD_00036	COG0542
121001-bin59|PROKKA_MOD_00037	COG1246
121001-bin59|PROKKA_MOD_00038	COG1190
121001-bin59|PROKKA_MOD_00039	COG1521
121001-bin59|PROKKA_MOD_00040	COG0157
121001-bin59|PROKKA_MOD_00041	COG0029
121001-bin59|PROKKA_MOD_00042	COG0414
121001-bin59|PROKKA_MOD_00043	COG0801
121001-bin59|PROKKA_MOD_00044	COG0210
121001-bin59|PROKKA_MOD_00045	COG2816
121001-bin59|PROKKA_MOD_00046	COG3568
121001-bin59|PROKKA_MOD_00047	COG0210
121001-bin59|PROKKA_MOD_00048	COG0210
121001-bin59|PROKKA_MOD_00049	COG1217
121001-bin59|PROKKA_MOD_00050	COG0012
121001-bin59|PROKKA_MOD_00051	COG1322
121001-bin59|PROKKA_MOD_00053	COG0761
121001-bin59|PROKKA_MOD_00054	COG1951
121001-bin59|PROKKA_MOD_00056	COG1875
121001-bin59|PROKKA_MOD_00061	COG0782
121001-bin59|PROKKA_MOD_00062	COG0842
121001-bin59|PROKKA_MOD_00063	COG1131
121001-bin59|PROKKA_MOD_00066	COG0147
121001-bin59|PROKKA_MOD_00067	COG0115
121001-bin59|PROKKA_MOD_00069	COG0441
